SYSTEMATIC.name	GO.id	GO.term
YOR210W	GO:0006366	P:transcription by RNA polymerase II
YOR210W	GO:0006383	P:transcription by RNA polymerase III
YOR210W	GO:0006362	P:transcription elongation by RNA polymerase I
YOR210W	GO:0006368	P:transcription elongation by RNA polymerase II
YOR210W	GO:0006361	P:transcription initiation at RNA polymerase I promoter
YOR210W	GO:0006367	P:transcription initiation at RNA polymerase II promoter
YOR210W	GO:0006384	P:transcription initiation at RNA polymerase III promoter
YOR210W	GO:0042797	P:tRNA transcription by RNA polymerase III
YOR211C	GO:0005737	C:cytoplasm
YOR211C	GO:0016020	C:membrane
YOR211C	GO:0005874	C:microtubule
YOR211C	GO:0030061	C:mitochondrial crista
YOR211C	GO:0097002	C:mitochondrial inner boundary membrane
YOR211C	GO:0005743	C:mitochondrial inner membrane
YOR211C	GO:0005758	C:mitochondrial intermembrane space
YOR211C	GO:0005739	C:mitochondrion
YOR211C	GO:1901612	F:cardiolipin binding
YOR211C	GO:0005525	F:GTP binding
YOR211C	GO:0003924	F:GTPase activity
YOR211C	GO:0008017	F:microtubule binding
YOR211C	GO:0070300	F:phosphatidic acid binding
YOR211C	GO:0080025	F:phosphatidylinositol-3,5-bisphosphate binding
YOR211C	GO:0001786	F:phosphatidylserine binding
YOR211C	GO:0015886	P:heme transport
YOR211C	GO:0008053	P:mitochondrial fusion
YOR211C	GO:0000002	P:mitochondrial genome maintenance
YOR211C	GO:1990627	P:mitochondrial inner membrane fusion
YOR211C	GO:0007006	P:mitochondrial membrane organization
YOR211C	GO:1990626	P:mitochondrial outer membrane fusion
YOR211C	GO:0000001	P:mitochondrion inheritance
YOR211C	GO:0007005	P:mitochondrion organization
YOR212W	GO:0120171	C:Cdc24p-Far1p-Gbetagamma complex
YOR212W	GO:0005938	C:cell cortex
YOR212W	GO:0005737	C:cytoplasm
YOR212W	GO:0031680	C:G-protein beta/gamma-subunit complex
YOR212W	GO:0005834	C:heterotrimeric G-protein complex
YOR212W	GO:0005937	C:mating projection
YOR212W	GO:0005886	C:plasma membrane
YOR212W	GO:0001965	F:G-protein alpha-subunit binding
YOR212W	GO:0031682	F:G-protein gamma-subunit binding
YOR212W	GO:0019901	F:protein kinase binding
YOR212W	GO:0097110	F:scaffold protein binding
YOR212W	GO:0030159	F:signaling receptor complex adaptor activity
YOR212W	GO:0031267	F:small GTPase binding
YOR212W	GO:0043577	P:chemotropism
YOR212W	GO:0061951	P:establishment of protein localization to plasma membrane
YOR212W	GO:0007186	P:G protein-coupled receptor signaling pathway
YOR212W	GO:0001403	P:invasive growth in response to glucose limitation
YOR212W	GO:0000750	P:pheromone-dependent signal transduction involved in conjugation with cellular fusion
YOR212W	GO:1903260	P:protein localization to mating projection tip
YOR212W	GO:0010969	P:regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
YOR213C	GO:0000785	C:chromatin
YOR213C	GO:0000781	C:chromosome, telomeric region
YOR213C	GO:0031011	C:Ino80 complex
YOR213C	GO:0033255	C:SAS acetyltransferase complex
YOR213C	GO:0016514	C:SWI/SNF complex
YOR213C	GO:0005669	C:transcription factor TFIID complex
YOR213C	GO:0005674	C:transcription factor TFIIF complex
YOR213C	GO:0016407	F:acetyltransferase activity
YOR213C	GO:0004402	F:histone acetyltransferase activity
YOR213C	GO:0042393	F:histone binding
YOR213C	GO:0006338	P:chromatin remodeling
YOR213C	GO:0006357	P:regulation of transcription by RNA polymerase II
YOR213C	GO:0031509	P:subtelomeric heterochromatin formation
YOR214C	GO:0005576	C:extracellular region
YOR214C	GO:0009277	C:fungal-type cell wall
YOR214C	GO:0000324	C:fungal-type vacuole
YOR214C	GO:0098552	C:side of membrane
YOR215C	GO:0005739	C:mitochondrion
YOR215C	GO:0016884	F:carbon-nitrogen ligase activity, with glutamine as amido-N-donor
YOR216C	GO:0005794	C:Golgi apparatus
YOR216C	GO:0005796	C:Golgi lumen
YOR216C	GO:0000139	C:Golgi membrane
YOR216C	GO:0051020	F:GTPase binding
YOR216C	GO:0031267	F:small GTPase binding
YOR216C	GO:0006888	P:endoplasmic reticulum to Golgi vesicle-mediated transport
YOR216C	GO:0007030	P:Golgi organization
YOR217W	GO:0005663	C:DNA replication factor C complex
YOR217W	GO:0005634	C:nucleus
YOR217W	GO:0005524	F:ATP binding
YOR217W	GO:0016887	F:ATP hydrolysis activity
YOR217W	GO:0003677	F:DNA binding
YOR217W	GO:0003689	F:DNA clamp loader activity
YOR217W	GO:0051301	P:cell division
YOR217W	GO:0006281	P:DNA repair
YOR217W	GO:0006261	P:DNA-templated DNA replication
YOR217W	GO:0006272	P:leading strand elongation
YOR217W	GO:0006298	P:mismatch repair
YOR217W	GO:0000278	P:mitotic cell cycle
YOR219C	GO:0005886	C:plasma membrane
YOR219C	GO:0005802	C:trans-Golgi network
YOR219C	GO:0005774	C:vacuolar membrane
YOR219C	GO:0004177	F:aminopeptidase activity
YOR219C	GO:0008239	F:dipeptidyl-peptidase activity
YOR219C	GO:0008236	F:serine-type peptidase activity
YOR219C	GO:0007323	P:peptide pheromone maturation
YOR219C	GO:0006508	P:proteolysis
YOR219C	GO:0019236	P:response to pheromone
YOR220W	GO:0005737	C:cytoplasm
YOR221C	GO:0005739	C:mitochondrion
YOR221C	GO:0004314	F:[acyl-carrier-protein] S-malonyltransferase activity
YOR221C	GO:0006633	P:fatty acid biosynthetic process
YOR221C	GO:0006631	P:fatty acid metabolic process
YOR222W	GO:0005743	C:mitochondrial inner membrane
YOR222W	GO:0005739	C:mitochondrion
YOR222W	GO:0005471	F:ATP:ADP antiporter activity
YOR222W	GO:0005310	F:dicarboxylic acid transmembrane transporter activity
YOR222W	GO:0015183	F:L-aspartate transmembrane transporter activity
YOR222W	GO:0005313	F:L-glutamate transmembrane transporter activity
YOR222W	GO:0015810	P:aspartate transmembrane transport
YOR222W	GO:0015813	P:L-glutamate transmembrane transport
YOR222W	GO:0043490	P:malate-aspartate shuttle
YOR222W	GO:0140021	P:mitochondrial ADP transmembrane transport
YOR222W	GO:1990544	P:mitochondrial ATP transmembrane transport
YOR222W	GO:0006839	P:mitochondrial transport
YOR223W	GO:0044695	C:Dsc E3 ubiquitin ligase complex
YOR223W	GO:0005783	C:endoplasmic reticulum
YOR223W	GO:0005789	C:endoplasmic reticulum membrane
YOR223W	GO:0000328	C:fungal-type vacuole lumen
YOR223W	GO:0000139	C:Golgi membrane
YOR223W	GO:0006897	P:endocytosis
YOR223W	GO:0015031	P:protein transport
YOR223W	GO:0016567	P:protein ubiquitination
YOR223W	GO:0006511	P:ubiquitin-dependent protein catabolic process
YOR224C	GO:0005654	C:nucleoplasm
YOR224C	GO:0005634	C:nucleus
YOR224C	GO:0005736	C:RNA polymerase I complex
YOR224C	GO:0005665	C:RNA polymerase II, core complex
YOR224C	GO:0005666	C:RNA polymerase III complex
YOR224C	GO:0003677	F:DNA binding
YOR224C	GO:0001054	F:RNA polymerase I activity
YOR224C	GO:0042790	P:nucleolar large rRNA transcription by RNA polymerase I
YOR224C	GO:0042254	P:ribosome biogenesis
YOR224C	GO:0001172	P:RNA-templated transcription
YOR224C	GO:0006363	P:termination of RNA polymerase I transcription
YOR224C	GO:0006386	P:termination of RNA polymerase III transcription
YOR224C	GO:0006360	P:transcription by RNA polymerase I
YOR224C	GO:0006366	P:transcription by RNA polymerase II
YOR224C	GO:0006383	P:transcription by RNA polymerase III
YOR224C	GO:0006362	P:transcription elongation by RNA polymerase I
YOR224C	GO:0006368	P:transcription elongation by RNA polymerase II
YOR224C	GO:0006361	P:transcription initiation at RNA polymerase I promoter
YOR224C	GO:0006367	P:transcription initiation at RNA polymerase II promoter
YOR224C	GO:0006384	P:transcription initiation at RNA polymerase III promoter
YOR224C	GO:0042797	P:tRNA transcription by RNA polymerase III
YOR226C	GO:0005737	C:cytoplasm
YOR226C	GO:0005759	C:mitochondrial matrix
YOR226C	GO:0051537	F:2 iron, 2 sulfur cluster binding
YOR226C	GO:0008198	F:ferrous iron binding
YOR226C	GO:0006879	P:intracellular iron ion homeostasis
YOR226C	GO:0016226	P:iron-sulfur cluster assembly
YOR226C	GO:0002098	P:tRNA wobble uridine modification
YOR227W	GO:0005737	C:cytoplasm
YOR227W	GO:0005739	C:mitochondrion
YOR227W	GO:0007029	P:endoplasmic reticulum organization
YOR228C	GO:0031966	C:mitochondrial membrane
YOR228C	GO:0005741	C:mitochondrial outer membrane
YOR228C	GO:0005739	C:mitochondrion
YOR228C	GO:0030674	F:protein-macromolecule adaptor activity
YOR228C	GO:0055088	P:lipid homeostasis
YOR228C	GO:0007005	P:mitochondrion organization
YOR228C	GO:0070585	P:protein localization to mitochondrion
YOR229W	GO:0005737	C:cytoplasm
YOR229W	GO:0005829	C:cytosol
YOR229W	GO:0005634	C:nucleus
YOR229W	GO:0033698	C:Rpd3L complex
YOR229W	GO:0070210	C:Rpd3L-Expanded complex
YOR229W	GO:0000981	F:DNA-binding transcription factor activity, RNA polymerase II-specific
YOR229W	GO:0042393	F:histone binding
YOR229W	GO:0003714	F:transcription corepressor activity
YOR229W	GO:0006338	P:chromatin remodeling
YOR229W	GO:0006974	P:DNA damage response
YOR229W	GO:0051321	P:meiotic cell cycle
YOR229W	GO:0061186	P:negative regulation of silent mating-type cassette heterochromatin formation
YOR229W	GO:0000122	P:negative regulation of transcription by RNA polymerase II
YOR229W	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YOR229W	GO:0031503	P:protein-containing complex localization
YOR229W	GO:0006355	P:regulation of DNA-templated transcription
YOR230W	GO:0005737	C:cytoplasm
YOR230W	GO:0005634	C:nucleus
YOR230W	GO:0033698	C:Rpd3L complex
YOR230W	GO:0070210	C:Rpd3L-Expanded complex
YOR230W	GO:0042393	F:histone binding
YOR230W	GO:0003714	F:transcription corepressor activity
YOR230W	GO:0006338	P:chromatin remodeling
YOR230W	GO:0051457	P:maintenance of protein location in nucleus
YOR230W	GO:0051321	P:meiotic cell cycle
YOR230W	GO:0061186	P:negative regulation of silent mating-type cassette heterochromatin formation
YOR230W	GO:0000122	P:negative regulation of transcription by RNA polymerase II
YOR230W	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YOR230W	GO:0006606	P:protein import into nucleus
YOR230W	GO:0006355	P:regulation of DNA-templated transcription
YOR231W	GO:0005935	C:cellular bud neck
YOR231W	GO:0005934	C:cellular bud tip
YOR231W	GO:0005737	C:cytoplasm
YOR231W	GO:0043332	C:mating projection tip
YOR231W	GO:0005524	F:ATP binding
YOR231W	GO:0004708	F:MAP kinase kinase activity
YOR231W	GO:0004672	F:protein kinase activity
YOR231W	GO:0106310	F:protein serine kinase activity
YOR231W	GO:0004674	F:protein serine/threonine kinase activity
YOR231W	GO:0004713	F:protein tyrosine kinase activity
YOR231W	GO:0000196	P:cell wall integrity MAPK cascade
YOR231W	GO:0000425	P:pexophagy
YOR231W	GO:0016310	P:phosphorylation
YOR231W	GO:0060237	P:regulation of fungal-type cell wall organization
YOR231W	GO:0007165	P:signal transduction
YOR232W	GO:0005743	C:mitochondrial inner membrane
YOR232W	GO:0005759	C:mitochondrial matrix
YOR232W	GO:0005739	C:mitochondrion
YOR232W	GO:0001405	C:PAM complex, Tim23 associated import motor
YOR232W	GO:0005744	C:TIM23 mitochondrial import inner membrane translocase complex
YOR232W	GO:0000774	F:adenyl-nucleotide exchange factor activity
YOR232W	GO:0042803	F:protein homodimerization activity
YOR232W	GO:0051087	F:protein-folding chaperone binding
YOR232W	GO:0051082	F:unfolded protein binding
YOR232W	GO:0006886	P:intracellular protein transport
YOR232W	GO:0030150	P:protein import into mitochondrial matrix
YOR232W	GO:0042026	P:protein refolding
YOR233W	GO:0005938	C:cell cortex
YOR233W	GO:0005935	C:cellular bud neck
YOR233W	GO:0005816	C:spindle pole body
YOR233W	GO:0005524	F:ATP binding
YOR233W	GO:0004672	F:protein kinase activity
YOR233W	GO:0106310	F:protein serine kinase activity
YOR233W	GO:0004674	F:protein serine/threonine kinase activity
YOR233W	GO:0035556	P:intracellular signal transduction
YOR233W	GO:0031578	P:mitotic spindle orientation checkpoint signaling
YOR233W	GO:0016310	P:phosphorylation
YOR233W	GO:0071988	P:protein localization to spindle pole body
YOR234C	GO:0005829	C:cytosol
YOR234C	GO:0022625	C:cytosolic large ribosomal subunit
YOR234C	GO:0003735	F:structural constituent of ribosome
YOR234C	GO:0002181	P:cytoplasmic translation
YOR234C	GO:0042273	P:ribosomal large subunit biogenesis
YOR236W	GO:0005737	C:cytoplasm
YOR236W	GO:0005739	C:mitochondrion
YOR236W	GO:0004146	F:dihydrofolate reductase activity
YOR236W	GO:0003729	F:mRNA binding
YOR236W	GO:0050661	F:NADP binding
YOR236W	GO:0046452	P:dihydrofolate metabolic process
YOR236W	GO:0046655	P:folic acid metabolic process
YOR236W	GO:0006545	P:glycine biosynthetic process
YOR236W	GO:0006730	P:one-carbon metabolic process
YOR236W	GO:0046654	P:tetrahydrofolate biosynthetic process
YOR237W	GO:0005935	C:cellular bud neck
YOR237W	GO:0005829	C:cytosol
YOR237W	GO:0000329	C:fungal-type vacuole membrane
YOR237W	GO:0043231	C:intracellular membrane-bounded organelle
YOR237W	GO:0016020	C:membrane
YOR237W	GO:0008289	F:lipid binding
YOR237W	GO:0008142	F:oxysterol binding
YOR237W	GO:0120015	F:sterol transfer activity
YOR237W	GO:0015248	F:sterol transporter activity
YOR237W	GO:0006897	P:endocytosis
YOR237W	GO:0006887	P:exocytosis
YOR237W	GO:0030011	P:maintenance of cell polarity
YOR237W	GO:0034727	P:piecemeal microautophagy of the nucleus
YOR237W	GO:0016126	P:sterol biosynthetic process
YOR237W	GO:0015918	P:sterol transport
YOR238W	GO:0005737	C:cytoplasm
YOR239W	GO:0005884	C:actin filament
YOR239W	GO:0032432	C:actin filament bundle
YOR239W	GO:0005737	C:cytoplasm
YOR239W	GO:0043332	C:mating projection tip
YOR239W	GO:0051015	F:actin filament binding
YOR239W	GO:0030674	F:protein-macromolecule adaptor activity
YOR239W	GO:0052735	F:tRNA (cytidine-3-)-methyltransferase activity
YOR239W	GO:0030488	P:tRNA methylation
YOR241W	GO:0005737	C:cytoplasm
YOR241W	GO:0005829	C:cytosol
YOR241W	GO:0005783	C:endoplasmic reticulum
YOR241W	GO:0005743	C:mitochondrial inner membrane
YOR241W	GO:0005759	C:mitochondrial matrix
YOR241W	GO:0005739	C:mitochondrion
YOR241W	GO:0005524	F:ATP binding
YOR241W	GO:0046872	F:metal ion binding
YOR241W	GO:0004326	F:tetrahydrofolylpolyglutamate synthase activity
YOR241W	GO:0006730	P:one-carbon metabolic process
YOR241W	GO:0046901	P:tetrahydrofolylpolyglutamate biosynthetic process
YOR242C	GO:0005619	C:ascospore wall
YOR242C	GO:0005634	C:nucleus
YOR242C	GO:0005628	C:prospore membrane
YOR242C	GO:0003676	F:nucleic acid binding
YOR242C	GO:0030437	P:ascospore formation
YOR242C	GO:0030476	P:ascospore wall assembly
YOR242C	GO:0031954	P:positive regulation of protein autophosphorylation
YOR243C	GO:0031429	C:box H/ACA snoRNP complex
YOR243C	GO:0005737	C:cytoplasm
YOR243C	GO:0005654	C:nucleoplasm
YOR243C	GO:0005634	C:nucleus
YOR243C	GO:0009982	F:pseudouridine synthase activity
YOR243C	GO:0003723	F:RNA binding
YOR243C	GO:0106029	F:tRNA pseudouridine synthase activity
YOR243C	GO:0000455	P:enzyme-directed rRNA pseudouridine synthesis
YOR243C	GO:0006397	P:mRNA processing
YOR243C	GO:1990481	P:mRNA pseudouridine synthesis
YOR243C	GO:0001522	P:pseudouridine synthesis
YOR243C	GO:0008380	P:RNA splicing
YOR243C	GO:0031120	P:snRNA pseudouridine synthesis
YOR243C	GO:0006400	P:tRNA modification
YOR243C	GO:0031119	P:tRNA pseudouridine synthesis
YOR244W	GO:0000785	C:chromatin
YOR244W	GO:0035267	C:NuA4 histone acetyltransferase complex
YOR244W	GO:0000786	C:nucleosome
YOR244W	GO:0005634	C:nucleus
YOR244W	GO:0032777	C:piccolo histone acetyltransferase complex
YOR244W	GO:0004402	F:histone acetyltransferase activity
YOR244W	GO:0140068	F:histone crotonyltransferase activity
YOR244W	GO:0010485	F:histone H4 acetyltransferase activity
YOR244W	GO:0046972	F:histone H4K16 acetyltransferase activity
YOR244W	GO:0106226	F:peptide 2-hydroxyisobutyryltransferase activity
YOR244W	GO:0034212	F:peptide N-acetyltransferase activity
YOR244W	GO:0061733	F:peptide-lysine-N-acetyltransferase activity
YOR244W	GO:0003712	F:transcription coregulator activity
YOR244W	GO:0006281	P:DNA repair
YOR244W	GO:0006351	P:DNA-templated transcription
YOR244W	GO:0006354	P:DNA-templated transcription elongation
YOR244W	GO:0045892	P:negative regulation of DNA-templated transcription
YOR244W	GO:0016239	P:positive regulation of macroautophagy
YOR244W	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YOR244W	GO:0032968	P:positive regulation of transcription elongation by RNA polymerase II
YOR244W	GO:0010867	P:positive regulation of triglyceride biosynthetic process
YOR244W	GO:0000183	P:rDNA heterochromatin formation
YOR244W	GO:0051726	P:regulation of cell cycle
YOR244W	GO:0006357	P:regulation of transcription by RNA polymerase II
YOR245C	GO:0005783	C:endoplasmic reticulum
YOR245C	GO:0005789	C:endoplasmic reticulum membrane
YOR245C	GO:0005811	C:lipid droplet
YOR245C	GO:0016020	C:membrane
YOR245C	GO:0003846	F:2-acylglycerol O-acyltransferase activity
YOR245C	GO:0004144	F:diacylglycerol O-acyltransferase activity
YOR245C	GO:0006672	P:ceramide metabolic process
YOR245C	GO:0006071	P:glycerol metabolic process
YOR245C	GO:0035356	P:intracellular triglyceride homeostasis
YOR245C	GO:0019915	P:lipid storage
YOR245C	GO:0019432	P:triglyceride biosynthetic process
YOR246C	GO:0005811	C:lipid droplet
YOR246C	GO:0016020	C:membrane
YOR246C	GO:0005739	C:mitochondrion
YOR246C	GO:0005773	C:vacuole
YOR246C	GO:0016491	F:oxidoreductase activity
YOR246C	GO:0006624	P:vacuolar protein processing
YOR246C	GO:0007033	P:vacuole organization
YOR247W	GO:0071944	C:cell periphery
YOR247W	GO:0009986	C:cell surface
YOR247W	GO:0005934	C:cellular bud tip
YOR247W	GO:0005737	C:cytoplasm
YOR247W	GO:0005576	C:extracellular region
YOR247W	GO:0009277	C:fungal-type cell wall
YOR247W	GO:0000324	C:fungal-type vacuole
YOR247W	GO:0031505	P:fungal-type cell wall organization
YOR247W	GO:0006139	P:nucleobase-containing compound metabolic process
YOR249C	GO:0005680	C:anaphase-promoting complex
YOR249C	GO:0005634	C:nucleus
YOR249C	GO:0031145	P:anaphase-promoting complex-dependent catabolic process
YOR249C	GO:0007049	P:cell cycle
YOR249C	GO:0051301	P:cell division
YOR249C	GO:0006325	P:chromatin organization
YOR249C	GO:0045842	P:positive regulation of mitotic metaphase/anaphase transition
YOR249C	GO:0070979	P:protein K11-linked ubiquitination
YOR249C	GO:0016567	P:protein ubiquitination
YOR249C	GO:0051445	P:regulation of meiotic cell cycle
YOR249C	GO:0007346	P:regulation of mitotic cell cycle
YOR250C	GO:0005849	C:mRNA cleavage factor complex
YOR250C	GO:0005634	C:nucleus
YOR250C	GO:0005524	F:ATP binding
YOR250C	GO:0051731	F:polynucleotide 5'-hydroxyl-kinase activity
YOR250C	GO:0031124	P:mRNA 3'-end processing
YOR250C	GO:0006378	P:mRNA polyadenylation
YOR250C	GO:0006388	P:tRNA splicing, via endonucleolytic cleavage and ligation
YOR251C	GO:0005737	C:cytoplasm
YOR251C	GO:0005739	C:mitochondrion
YOR251C	GO:0004792	F:thiosulfate sulfurtransferase activity
YOR251C	GO:0002143	P:tRNA wobble position uridine thiolation
YOR251C	GO:0002098	P:tRNA wobble uridine modification
YOR252W	GO:0005634	C:nucleus
YOR253W	GO:0031415	C:NatA complex
YOR253W	GO:0004596	F:peptide alpha-N-acetyltransferase activity
YOR253W	GO:0007064	P:mitotic sister chromatid cohesion
YOR253W	GO:0006474	P:N-terminal protein amino acid acetylation
YOR254C	GO:0005783	C:endoplasmic reticulum
YOR254C	GO:0005739	C:mitochondrion
YOR254C	GO:0005637	C:nuclear inner membrane
YOR254C	GO:0030867	C:rough endoplasmic reticulum membrane
YOR254C	GO:0031207	C:Sec62/Sec63 complex
YOR254C	GO:0071256	C:translocon complex
YOR254C	GO:0008320	F:protein transmembrane transporter activity
YOR254C	GO:0046967	P:cytosol to endoplasmic reticulum transport
YOR254C	GO:0006620	P:post-translational protein targeting to endoplasmic reticulum membrane
YOR254C	GO:0031204	P:post-translational protein targeting to membrane, translocation
YOR254C	GO:0006614	P:SRP-dependent cotranslational protein targeting to membrane
YOR255W	GO:0005628	C:prospore membrane
YOR255W	GO:0031160	C:spore wall
YOR255W	GO:0030437	P:ascospore formation
YOR255W	GO:0030476	P:ascospore wall assembly
YOR256C	GO:0016020	C:membrane
YOR256C	GO:0004180	F:carboxypeptidase activity
YOR256C	GO:0046872	F:metal ion binding
YOR256C	GO:0008237	F:metallopeptidase activity
YOR256C	GO:0043328	P:protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
YOR257W	GO:0005737	C:cytoplasm
YOR257W	GO:0005825	C:half bridge of spindle pole body
YOR257W	GO:0044732	C:mitotic spindle pole body
YOR257W	GO:0005635	C:nuclear envelope
YOR257W	GO:0070390	C:transcription export complex 2
YOR257W	GO:0005509	F:calcium ion binding
YOR257W	GO:0042802	F:identical protein binding
YOR257W	GO:0008017	F:microtubule binding
YOR257W	GO:0051301	P:cell division
YOR257W	GO:0048193	P:Golgi vesicle transport
YOR257W	GO:0006406	P:mRNA export from nucleus
YOR257W	GO:0045944	P:positive regulation of transcription by RNA polymerase II
YOR257W	GO:0043161	P:proteasome-mediated ubiquitin-dependent protein catabolic process
YOR257W	GO:0030474	P:spindle pole body duplication
YOR258W	GO:0005737	C:cytoplasm
YOR258W	GO:0005634	C:nucleus
YOR258W	GO:0033699	F:DNA 5'-adenosine monophosphate hydrolase activity
YOR258W	GO:0120108	F:DNA-3'-diphospho-5'-guanosine diphosphatase
YOR258W	GO:0003725	F:double-stranded RNA binding
YOR258W	GO:0046872	F:metal ion binding
YOR258W	GO:0030983	F:mismatched DNA binding
YOR258W	GO:1990165	F:single-strand break-containing DNA binding
YOR258W	GO:0003697	F:single-stranded DNA binding
YOR258W	GO:0006974	P:DNA damage response
YOR258W	GO:0000012	P:single strand break repair
YOR259C	GO:0031597	C:cytosolic proteasome complex
YOR259C	GO:0005634	C:nucleus
YOR259C	GO:0000502	C:proteasome complex
YOR259C	GO:0008540	C:proteasome regulatory particle, base subcomplex
YOR259C	GO:0005524	F:ATP binding
YOR259C	GO:0016887	F:ATP hydrolysis activity
YOR259C	GO:0036402	F:proteasome-activating activity
YOR259C	GO:0019904	F:protein domain specific binding
YOR259C	GO:0031625	F:ubiquitin protein ligase binding
YOR259C	GO:0006289	P:nucleotide-excision repair
YOR259C	GO:0045899	P:positive regulation of RNA polymerase II transcription preinitiation complex assembly
YOR259C	GO:0032968	P:positive regulation of transcription elongation by RNA polymerase II
YOR259C	GO:0070682	P:proteasome regulatory particle assembly
YOR259C	GO:0043161	P:proteasome-mediated ubiquitin-dependent protein catabolic process
YOR259C	GO:0030433	P:ubiquitin-dependent ERAD pathway
YOR260W	GO:0005829	C:cytosol
YOR260W	GO:0005851	C:eukaryotic translation initiation factor 2B complex
YOR260W	GO:0032045	C:guanyl-nucleotide exchange factor complex
YOR260W	GO:0003743	F:translation initiation factor activity
YOR260W	GO:0002183	P:cytoplasmic translational initiation
YOR260W	GO:1903574	P:negative regulation of cellular response to amino acid starvation
YOR260W	GO:0006446	P:regulation of translational initiation
YOR261C	GO:0000502	C:proteasome complex
YOR261C	GO:0008541	C:proteasome regulatory particle, lid subcomplex
YOR261C	GO:0034515	C:proteasome storage granule
YOR261C	GO:0008237	F:metallopeptidase activity
YOR261C	GO:0043161	P:proteasome-mediated ubiquitin-dependent protein catabolic process
YOR261C	GO:0006511	P:ubiquitin-dependent protein catabolic process
YOR262W	GO:0005737	C:cytoplasm
YOR262W	GO:0005525	F:GTP binding
YOR262W	GO:0003924	F:GTPase activity
YOR262W	GO:0034087	P:establishment of mitotic sister chromatid cohesion
YOR262W	GO:0006606	P:protein import into nucleus
YOR264W	GO:0005935	C:cellular bud neck
YOR264W	GO:0005737	C:cytoplasm
YOR264W	GO:0005634	C:nucleus
YOR264W	GO:0007049	P:cell cycle
YOR265W	GO:0005737	C:cytoplasm
YOR265W	GO:0005874	C:microtubule
YOR265W	GO:0015630	C:microtubule cytoskeleton
YOR265W	GO:0048487	F:beta-tubulin binding
YOR265W	GO:0015631	F:tubulin binding
YOR265W	GO:0007023	P:post-chaperonin tubulin folding pathway
YOR265W	GO:0006457	P:protein folding
YOR265W	GO:0007021	P:tubulin complex assembly
YOR266W	GO:0005743	C:mitochondrial inner membrane
YOR266W	GO:0005739	C:mitochondrion
YOR266W	GO:0032979	P:protein insertion into mitochondrial inner membrane from matrix
YOR266W	GO:0046677	P:response to antibiotic
YOR267C	GO:0005737	C:cytoplasm
YOR267C	GO:0005524	F:ATP binding
YOR267C	GO:0004672	F:protein kinase activity
YOR267C	GO:0106310	F:protein serine kinase activity
YOR267C	GO:0004674	F:protein serine/threonine kinase activity
YOR267C	GO:0006873	P:intracellular monoatomic ion homeostasis
YOR267C	GO:0035556	P:intracellular signal transduction
YOR267C	GO:0016310	P:phosphorylation
YOR268C	GO:0016020	C:membrane
YOR269W	GO:0005737	C:cytoplasm
YOR269W	GO:0005881	C:cytoplasmic microtubule
YOR269W	GO:0000776	C:kinetochore
YOR269W	GO:0005875	C:microtubule associated complex
YOR269W	GO:0005635	C:nuclear envelope
YOR269W	GO:0005634	C:nucleus
YOR269W	GO:0000922	C:spindle pole
YOR269W	GO:0070840	F:dynein complex binding
YOR269W	GO:0042802	F:identical protein binding
YOR269W	GO:0051010	F:microtubule plus-end binding
YOR269W	GO:0051301	P:cell division
YOR269W	GO:0000132	P:establishment of mitotic spindle orientation
YOR269W	GO:0031023	P:microtubule organizing center organization
YOR269W	GO:0051012	P:microtubule sliding
YOR269W	GO:0007097	P:nuclear migration
YOR269W	GO:0030473	P:nuclear migration along microtubule
YOR269W	GO:1903033	P:positive regulation of microtubule plus-end binding
YOR269W	GO:0047496	P:vesicle transport along microtubule
YOR270C	GO:0000324	C:fungal-type vacuole
YOR270C	GO:0000329	C:fungal-type vacuole membrane
YOR270C	GO:0016471	C:vacuolar proton-transporting V-type ATPase complex
YOR270C	GO:0000220	C:vacuolar proton-transporting V-type ATPase, V0 domain
YOR270C	GO:0051117	F:ATPase binding
YOR270C	GO:0080025	F:phosphatidylinositol-3,5-bisphosphate binding
YOR270C	GO:0046961	F:proton-transporting ATPase activity, rotational mechanism
YOR270C	GO:0071474	P:cellular hyperosmotic response
YOR270C	GO:0071469	P:cellular response to alkaline pH
YOR270C	GO:0006797	P:polyphosphate metabolic process
YOR270C	GO:0065003	P:protein-containing complex assembly
YOR270C	GO:1902600	P:proton transmembrane transport
YOR270C	GO:0007035	P:vacuolar acidification
YOR271C	GO:0031966	C:mitochondrial membrane
YOR271C	GO:0005739	C:mitochondrion
YOR271C	GO:0015194	F:L-serine transmembrane transporter activity
YOR271C	GO:0015075	F:monoatomic ion transmembrane transporter activity
YOR271C	GO:0022857	F:transmembrane transporter activity
YOR271C	GO:1990542	P:mitochondrial transmembrane transport
YOR271C	GO:0006730	P:one-carbon metabolic process
YOR271C	GO:0140300	P:serine import into mitochondrion
YOR272W	GO:0005730	C:nucleolus
YOR272W	GO:0005654	C:nucleoplasm
YOR272W	GO:0005634	C:nucleus
YOR272W	GO:0070545	C:PeBoW complex
YOR272W	GO:0030687	C:preribosome, large subunit precursor
YOR272W	GO:0043021	F:ribonucleoprotein complex binding
