SYSTEMATIC.name	SYMBOL	DOMAIN.id	DOMAIN.name	DOMAIN.start	DOMAIN.end
YIL138C	TPM2	2175355	TROPOMYOSIN	4	161
YIL138C	TPM2	2175356	Tropomyosin alpha-1 chain isoform 2	1	81
YGL186C	TPN1	2134278	Hydantoin permease	71	468
YGL186C	TPN1	2155749	Purine-cytosine permease	92	434
YGL186C	TPN1	2155750	Purine-cytosine permease Fcy2/21/22	29	460
YGL186C	TPN1	2155751	Purine-cytosine permease Fcy2/21/22	483	579
YGL186C	TPN1	2155752	Nucleobase cation symporter-1, NCS1	71	507
YGL186C	TPN1	2166275	Purine-cytosine permease Fcy2/21/22	6	579
YGL186C	TPN1	2166276	Pyridoxine transporter	71	468
YGL186C	TPN1	2166277	SLC-NCS1sbd_CobB-like	80	490
YLL028W	TPO1	2130436	MFS transporter superfamily	142	566
YLL028W	TPO1	2160597	Major facilitator superfamily	157	533
YLL028W	TPO1	2160598	Major facilitator superfamily domain	148	586
YLL028W	TPO1	2160599	MFS transporter superfamily	131	572
YLL028W	TPO1	2169753	MFS_Tpo1_MDR_like	156	577
YLL028W	TPO1	2169754	MFS multidrug transporter, putative	142	568
YLL028W	TPO1	2169755	MAJOR FACILITATOR SUPERFAMILY	35	583
YGR138C	TPO2	2134094	MFS transporter superfamily	167	593
YGR138C	TPO2	2156163	Major facilitator superfamily	177	558
YGR138C	TPO2	2156164	Major facilitator superfamily domain	172	614
YGR138C	TPO2	2156165	MFS transporter superfamily	158	599
YGR138C	TPO2	2167119	MFS multidrug transporter, putative	166	590
YGR138C	TPO2	2167120	MFS_Tpo1_MDR_like	173	599
YGR138C	TPO2	2167121	MAJOR FACILITATOR SUPERFAMILY	105	605
YPR156C	TPO3	2137988	MFS transporter superfamily	176	602
YPR156C	TPO3	2160072	Major facilitator superfamily	186	567
YPR156C	TPO3	2160073	Major facilitator superfamily domain	181	607
YPR156C	TPO3	2160074	MFS transporter superfamily	166	608
YPR156C	TPO3	2174589	MFS_Tpo1_MDR_like	182	608
YPR156C	TPO3	2174590	MAJOR FACILITATOR SUPERFAMILY	84	614
YPR156C	TPO3	2174591	MFS multidrug transporter, putative	175	599
YOR273C	TPO4	2131716	MFS transporter superfamily	77	544
YOR273C	TPO4	2136833	MFS transporter superfamily	89	535
YOR273C	TPO4	2161850	Major facilitator superfamily	100	505
YOR273C	TPO4	2161851	Sugar transporter, conserved site	146	162
YOR273C	TPO4	2173245	MFS multidrug transporter, putative	88	538
YOR273C	TPO4	2173246	MAJOR FACILITATOR SUPERFAMILY	17	554
YOR273C	TPO4	2173247	MFS_Tpo1_MDR_like	95	546
YKL174C	TPO5	2135466	Amino acid/polyamine transporter I	53	523
YKL174C	TPO5	2148478	Amino acid permease/ SLC12A domain	61	530
YKL174C	TPO5	2148479	Amino acid permease, conserved site	86	117
YKL174C	TPO5	2169137	Tpo5p	53	523
YKL174C	TPO5	2169138	AMINO-ACID PERMEASE BAT1	35	528
YMR156C	TPP1	2130889	HAD-like superfamily	27	237
YMR156C	TPP1	2130890	HAD superfamily	18	238
YMR156C	TPP1	2158569	Polynucleotide kinase 3 phosphatase	30	236
YMR156C	TPP1	2158570	Polynucleotide 3'-phosphatase	11	237
YMR156C	TPP1	2171370	BIFUNCTIONAL POLYNUCLEOTIDE PHOSPHATASE/KINASE	30	237
YBR126C	TPS1	2132492	Glycogen Phosphorylase B;	268	466
YBR126C	TPS1	2132493	Glycogen Phosphorylase B;	9	267
YBR126C	TPS1	2157503	Glycosyl transferase, family 20	17	481
YBR126C	TPS1	2157504	UDP-Glycosyltransferase/glycogen phosphorylase	17	482
YBR126C	TPS1	2157505	Alpha,alpha-trehalose-phosphate synthase	17	481
YBR126C	TPS1	2163371	Glycosyl transferase, family 20	13	491
YBR126C	TPS1	2163372	Glycosyl transferase, family 20	17	481
YBR126C	TPS1	2163373	Trehalose-6-phosphate synthase	10	265
YBR126C	TPS1	2163374	Trehalose-6-phosphate synthase	266	466
YDR074W	TPS2	2128213	UDP-Glycosyltransferase/glycogen phosphorylase	14	541
YDR074W	TPS2	2128214	-	658	737
YDR074W	TPS2	2128215	Glycogen Phosphorylase B;	333	524
YDR074W	TPS2	2128216	HAD superfamily	575	792
YDR074W	TPS2	2132985	Glycogen Phosphorylase B;	3	332
YDR074W	TPS2	2145701	Glycosyl transferase, family 20	62	540
YDR074W	TPS2	2145702	Trehalose-phosphatase	575	820
YDR074W	TPS2	2145703	HAD-like superfamily	572	847
YDR074W	TPS2	2145704	Trehalose-phosphatase	569	847
YDR074W	TPS2	2145705	HAD-superfamily hydrolase, subfamily IIB	573	795
YDR074W	TPS2	2174834	Glycosyl transferase, family 20	15	540
YDR074W	TPS2	2174835	Glycosyl transferase, family 20	8	844
YDR074W	TPS2	2174836	HAD_TPP	573	839
YDR074W	TPS2	2174837	Alpha,alpha-trehalose-phosphate synthase subunit Tps2	327	526
YDR074W	TPS2	2174838	Trehalose-6-phosphate phosphatase	4	326
YDR074W	TPS2	2174839	Trehalose-6-phosphate synthase 2	658	737
YMR261C	TPS3	2136024	Glycogen Phosphorylase B;	295	559
YMR261C	TPS3	2136025	Glycogen Phosphorylase B;	560	747
YMR261C	TPS3	2149955	Glycosyl transferase, family 20	288	764
YMR261C	TPS3	2149956	Trehalose-phosphatase	785	1010
YMR261C	TPS3	2149957	UDP-Glycosyltransferase/glycogen phosphorylase	309	768
YMR261C	TPS3	2149958	HAD-like superfamily	804	933
YMR261C	TPS3	2171567	Glycosyl transferase, family 20	310	760
YMR261C	TPS3	2171568	Alpha,alpha-trehalose phosphate synthase subunit, putative	294	549
YMR261C	TPS3	2171569	Alpha,alpha-trehalose-phosphate synthase subunit Tps2	553	748
YMR261C	TPS3	2171570	Glycosyl transferase, family 20	313	1051
YOL102C	TPT1	2137001	RNA 2'-phosphotransferase, C-terminal domain	115	208
YOL102C	TPT1	2137002	RNA 2'-phosphotransferase, N-terminal domain	8	79
YOL102C	TPT1	2161881	Phosphotransferase KptA/Tpt1	9	191
YOL102C	TPT1	2161882	ADP-ribosylation	12	201
YOL102C	TPT1	2172618	Phosphotransferase, putative	115	208
YOL102C	TPT1	2172619	Phosphotransferase KptA/Tpt1	6	201
YOL102C	TPT1	2172620	Tpt1p	8	86
YHR099W	TRA1	2129345	Armadillo-type fold	1867	2292
YHR099W	TRA1	2129346	Armadillo-type fold	10	1045
YHR099W	TRA1	2129347	Protein kinase-like domain superfamily	3307	3703
YHR099W	TRA1	2129348	Armadillo-type fold	744	1917
YHR099W	TRA1	2134552	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	3506	3706
YHR099W	TRA1	2150646	Phosphatidylinositol 3-/4-kinase, catalytic domain	3403	3676
YHR099W	TRA1	2150647	PIK-related kinase, FAT	2757	3106
YHR099W	TRA1	2150648	PIK-related kinase	2622	3177
YHR099W	TRA1	2150649	FATC domain	3712	3744
YHR099W	TRA1	2150650	Phosphatidylinositol 3-/4-kinase, catalytic domain	3404	3727
YHR099W	TRA1	2167695	Phosphatidylinositol 3-/4-kinase, catalytic domain	3374	3732
YHR099W	TRA1	2167696	Tra1, HEAT repeat ring region	947	2612
YHR099W	TRA1	2167697	Tra1, HEAT repeat central region	290	935
YHR099W	TRA1	2167698	PIKK_TRRAP	3371	3676
YHR099W	TRA1	2167699	ATAXIA TELANGIECTASIA MUTATED  ATM -RELATED	122	3743
YHR099W	TRA1	2167700	NuA4 histone acetyltransferase subunit	3506	3715
YPL176C	TRE1	2131849	Zn-dependent exopeptidases	153	584
YPL176C	TRE1	2137715	-	213	392
YPL176C	TRE1	2137716	Transferrin receptor-like, dimerisation domain superfamily	618	770
YPL176C	TRE1	2137717	Transferrin receptor-like, dimerisation domain	642	768
YPL176C	TRE1	2137718	Zn peptidases	172	548
YPL176C	TRE1	2161041	Transferrin receptor-like, dimerisation domain superfamily	617	768
YPL176C	TRE1	2161042	PA domain superfamily	207	408
YPL176C	TRE1	2173657	Glutamate carboxypeptidase 2-like	107	771
YPL176C	TRE1	2173658	Transferrrin receptor-like protein	385	548
YPL176C	TRE1	2173659	M28_PMSA_TfR_like	402	617
YOR256C	TRE2	2131664	Zn-dependent exopeptidases	169	613
YOR256C	TRE2	2136887	-	229	398
YOR256C	TRE2	2136888	Zn peptidases	399	645
YOR256C	TRE2	2136889	Transferrin receptor-like, dimerisation domain superfamily	646	800
YOR256C	TRE2	2160924	Transferrin receptor-like, dimerisation domain	668	799
YOR256C	TRE2	2160925	Transferrin receptor-like, dimerisation domain superfamily	644	799
YOR256C	TRE2	2160926	PA domain superfamily	221	426
YOR256C	TRE2	2173296	PA	249	392
YOR256C	TRE2	2173297	M28_PMSA_TfR_like	417	643
YOR256C	TRE2	2173298	Peptidase M28	425	604
YOR256C	TRE2	2173299	Glutamate carboxypeptidase 2-like	117	801
YNL299W	TRF5	2136501	-	168	454
YNL299W	TRF5	2136502	Nucleotidyltransferase superfamily	189	298
YNL299W	TRF5	2155057	Polymerase, nucleotidyl transferase domain	201	309
YNL299W	TRF5	2155058	PAP/25A-associated	368	428
YNL299W	TRF5	2155059	Nucleotidyltransferase superfamily	146	325
YNL299W	TRF5	2155060	PAP/OAS1 substrate-binding domain	313	456
YNL299W	TRF5	2171913	non-canonical poly(A) RNA polymerase PAPD5	189	298
YNL299W	TRF5	2171914	Nucleotidyltransferase Trf4-like	87	583
YNL299W	TRF5	2171915	NT_PAP_TUTase	197	308
YNL299W	TRF5	2171916	non-canonical poly(A) RNA polymerase PAPD7	285	454
YMR233W	TRI1	2131289	SWIB/MDM2 domain superfamily	115	201
YMR233W	TRI1	2131290	DEK, C-terminal	6	55
YMR233W	TRI1	2136392	SWIB/MDM2 domain	119	195
YMR233W	TRI1	2159372	SWIB/MDM2 domain	124	193
YMR233W	TRI1	2159373	SWIB domain	120	198
YMR233W	TRI1	2159374	SWIB/MDM2 domain superfamily	121	200
YMR233W	TRI1	2171694	Upstream activation factor subunit	108	201
YMR233W	TRI1	2171695	SWIB-MDM2_like	124	193
YMR233W	TRI1	2171696	SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY D	18	207
YMR233W	TRI1	2171697	DEK, C-terminal	1	56
YJL129C	TRK1	2141536	Cation transporter	625	1180
YJL129C	TRK1	2141537	Potassium transporter Trk, fungi	2	1235
YJL129C	TRK1	2168230	Potassium/sodium transporter Trk/HKT	3	1173
YJL129C	TRK1	2168231	POTASSIUM TRANSPORT PROTEIN DDB_G0292412-RELATED	18	1192
YKR050W	TRK2	2145221	Cation transporter	302	845
YKR050W	TRK2	2145222	Potassium transporter Trk, fungi	3	888
YKR050W	TRK2	2169474	POTASSIUM TRANSPORT PROTEIN DDB_G0292412-RELATED	40	856
YKR050W	TRK2	2169475	Potassium/sodium transporter Trk/HKT	5	839
YJL087C	TRL1	2135002	P-loop containing nucleoside triphosphate hydrolase	371	575
YJL087C	TRL1	2140495	tRNA ligase, phosphodiesterase	565	826
YJL087C	TRL1	2140496	tRNA ligase, kinase domain, fungi	393	560
YJL087C	TRL1	2140497	T4 RNA ligase 1-like, N-terminal	64	292
YJL087C	TRL1	2140498	tRNA ligase Trl1, fungi	1	827
YJL087C	TRL1	2140499	P-loop containing nucleoside triphosphate hydrolase	401	642
YJL087C	TRL1	2168521	tRNA ligase	373	574
YJL087C	TRL1	2168522	TRNA LIGASE	4	825
YDR120C	TRM1	2128262	S-adenosyl-L-methionine-dependent methyltransferase superfamily	43	490
YDR120C	TRM1	2133440	tRNA methyltransferase, Trm1, C-terminal	433	491
YDR120C	TRM1	2133441	S-adenosyl-L-methionine-dependent methyltransferase superfamily	42	429
YDR120C	TRM1	2142179	tRNA methyltransferase, Trm1	33	490
YDR120C	TRM1	2142180	tRNA methyltransferase, Trm1	43	489
YDR120C	TRM1	2142181	tRNA methyltransferase, Trm1	45	496
YDR120C	TRM1	2175873	tRNA methyltransferase, Trm1	37	566
YDR120C	TRM1	2175874	AdoMet_MTases	135	239
YDR120C	TRM1	2175875	tRNA (guanine(26)-N(2))-dimethyltransferase	433	492
YOL093W	TRM10	2137466	tRNA methyltransferase TRM10-type domain superfamily	78	276
YOL093W	TRM10	2162138	tRNA methyltransferase TRMD/TRM10-type domain	105	276
YOL093W	TRM10	2162139	tRNA (guanine(9)-N(1))-methyltransferase TRM10/TRM10A	1	293
YOL093W	TRM10	2162140	tRNA methyltransferase TRM10-type domain	83	279
YOL093W	TRM10	2172678	SPOUT_Trm10-like	97	271
YOL093W	TRM10	2172679	tRNA (guanine(9)-N1)-methyltransferase	77	276
YOL093W	TRM10	2172680	tRNA (guanine-N1-)-methyltransferase, eukaryotic	8	286
YOL124C	TRM11	2131472	RNA METHYLASE-RELATED	4	409
YOL124C	TRM11	2137453	S-adenosyl-L-methionine-dependent methyltransferase superfamily	183	401
YOL124C	TRM11	2162305	Ribosomal RNA large subunit methyltransferase K/L-like, methyltransferase domain	184	297
YOL124C	TRM11	2162306	tRNA_Mtase_TRM11	1	433
YOL124C	TRM11	2162307	N12 class N6 adenine-specific DNA methyltransferase signature	213	227
YOL124C	TRM11	2162308	N12 class N6 adenine-specific DNA methyltransferase signature	285	297
YOL124C	TRM11	2162309	N12 class N6 adenine-specific DNA methyltransferase signature	341	365
YOL124C	TRM11	2162310	DNA methylase, N-6 adenine-specific, conserved site	288	294
YOL124C	TRM11	2162311	tRNA guanosine-2'-O-methyltransferase, TRM11	2	433
YOL124C	TRM11	2162312	S-adenosyl-L-methionine-dependent methyltransferase superfamily	119	391
YOL124C	TRM11	2172677	RNA methylase family protein	183	401
YNR046W	TRM112	2131406	-	1	135
YNR046W	TRM112	2156572	Trm112-like	2	124
YNR046W	TRM112	2156573	Trm112p-like	102	132
YNR046W	TRM112	2175620	Multifunctional methyltransferase subunit Trm112	1	133
YNR046W	TRM112	2175621	Multifunctional methyltransferase subunit trm112	1	135
YNR046W	TRM112	2175622	Trm112-like	2	130
YML005W	TRM12	2130642	S-adenosyl-L-methionine-dependent methyltransferase superfamily	112	458
YML005W	TRM12	2136156	S-adenosyl-L-methionine-dependent methyltransferase superfamily	236	460
YML005W	TRM12	2158886	SAM-dependent methyltransferase TRM5/TYW2-type	254	325
YML005W	TRM12	2158887	tRNA wybutosine synthesizing protein 2	6	461
YML005W	TRM12	2158888	SAM-dependent methyltransferase TRM5/TYW2-type	173	460
YML005W	TRM12	2171094	tRNA wybutosine-synthesizing protein 2	236	460
YML005W	TRM12	2171095	TRNA METHYLTRANSFERASE	81	451
YOL125W	TRM13	2162100	Methyltransferase TRM13	179	473
YOL125W	TRM13	2162101	TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain	72	96
YOL125W	TRM13	2162102	Zinc finger, CCCH-type, TRM13	19	47
YOL125W	TRM13	2162103	TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain	72	99
YOL125W	TRM13	2172769	tRNA:m(4)X modification enzyme Trm13	9	473
YKR056W	TRM2	2130217	S-adenosyl-L-methionine-dependent methyltransferase superfamily	251	633
YKR056W	TRM2	2135490	(Uracil-5)-methyltransferase family	451	638
YKR056W	TRM2	2135491	Nucleic acid-binding, OB-fold	163	248
YKR056W	TRM2	2135492	-	303	460
YKR056W	TRM2	2147740	TRAM domain	164	227
YKR056W	TRM2	2147741	RNA methyltransferase TrmA, active site	564	595
YKR056W	TRM2	2147742	RNA methyltransferase TrmA, conserved site	621	631
YKR056W	TRM2	2147743	TRAM domain	163	228
YKR056W	TRM2	2147744	tRNA (uracil-5-)-methyltransferase	1	638
YKR056W	TRM2	2147745	(Uracil-5)-methyltransferase family	250	639
YKR056W	TRM2	2147746	Nucleic acid-binding, OB-fold	170	234
YKR056W	TRM2	2147747	S-adenosyl-L-methionine-dependent methyltransferase superfamily	242	638
YKR056W	TRM2	2169507	(Uracil-5)-methyltransferase family	154	637
YKR056W	TRM2	2169508	TRM2p tRNA methyltransferase	419	638
YKR056W	TRM2	2169509	TRM2p tRNA methyltransferase	163	245
YKR056W	TRM2	2169510	AdoMet_MTases	492	566
YDL112W	TRM3	2132914	tRNA (guanine-N1-)-methyltransferase, N-terminal	1273	1436
YDL112W	TRM3	2160438	tRNA/rRNA methyltransferase, SpoU type	1286	1428
YDL112W	TRM3	2160439	tRNA guanosine-2'-O-methyltransferase, Trm3	1	1436
YDL112W	TRM3	2160440	Alpha/beta knot methyltransferases	1282	1436
YDL112W	TRM3	2164646	Trm3/ TARBP1, C-terminal	1286	1431
YDL112W	TRM3	2164647	Trm3p	1273	1436
YDL112W	TRM3	2164648	Probable methyltransferase Trm3/TARBP1	700	1436
YPL030W	TRM44	2157828	tRNA (uracil-O(2)-)-methyltransferase	257	370
YPL030W	TRM44	2174034	tRNA (uracil-O(2)-)-methyltransferase	26	534
YHR070W	TRM5	2129587	S-adenosyl-L-methionine-dependent methyltransferase superfamily	167	496
YHR070W	TRM5	2129588	-	156	235
YHR070W	TRM5	2134623	S-adenosyl-L-methionine-dependent methyltransferase superfamily	241	495
YHR070W	TRM5	2150593	tRNA (guanine(37)-N(1))-methyltransferase, eukaryotic	34	497
YHR070W	TRM5	2150594	SAM-dependent methyltransferase TRM5/TYW2-type	177	436
YHR070W	TRM5	2150595	SAM-dependent methyltransferase TRM5/TYW2-type	178	497
YHR070W	TRM5	2167803	TRNA METHYLTRANSFERASE	61	488
YHR070W	TRM5	2167804	tRNA (guanine(37)-N1)-methyltransferase	158	237
YBR061C	TRM7	2127659	S-adenosyl-L-methionine-dependent methyltransferase superfamily	20	213
YBR061C	TRM7	2149702	Ribosomal RNA large subunit methyltransferase E	5	208
YBR061C	TRM7	2149703	tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase TRM7	1	269
YBR061C	TRM7	2149704	Ribosomal RNA methyltransferase, FtsJ domain	21	207
YBR061C	TRM7	2149705	S-adenosyl-L-methionine-dependent methyltransferase superfamily	20	208
YBR061C	TRM7	2163323	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	20	213
YBR061C	TRM7	2163324	RIBOSOMAL RNA METHYLTRANSFERASE	4	210
YMR259C	TRM732	2158372	THADA/TRM732, DUF2428	615	839
YMR259C	TRM732	2158373	Armadillo-type fold	1157	1403
YMR259C	TRM732	2171566	THADA/DEATH RECEPTOR INTERACTING PROTEIN	61	1409
YDL201W	TRM8	2128105	S-adenosyl-L-methionine-dependent methyltransferase superfamily	76	279
YDL201W	TRM8	2161215	tRNA (guanine-N-7) methyltransferase catalytic subunit Trm8, eukaryote	47	280
YDL201W	TRM8	2161216	tRNA (guanine-N-7) methyltransferase, Trmb type	96	274
YDL201W	TRM8	2161217	tRNA (guanine-N-7) methyltransferase, Trmb type	50	279
YDL201W	TRM8	2161218	S-adenosyl-L-methionine-dependent methyltransferase superfamily	94	247
YDL201W	TRM8	2161219	tRNA (guanine-N-7) methyltransferase, Trmb type	77	280
YDL201W	TRM8	2164395	AdoMet_MTases	98	218
YDL201W	TRM8	2164396	tRNA (guanine-N(7)-)-methyltransferase	76	279
YDL201W	TRM8	2164397	tRNA (guanine-N-7) methyltransferase, Trmb type	29	279
YDR165W	TRM82	2128576	WD40-repeat-containing domain superfamily	8	279
YDR165W	TRM82	2128577	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit	16	437
YDR165W	TRM82	2133394	WD40/YVTN repeat-like-containing domain superfamily	29	289
YDR165W	TRM82	2158542	WD40 repeat	237	277
YDR165W	TRM82	2158543	WD40 repeat	97	131
YDR165W	TRM82	2158544	WD40 repeat	181	226
YDR165W	TRM82	2158545	WD40 repeat	230	268
YDR165W	TRM82	2165017	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82	29	288
YDR165W	TRM82	2165018	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit	7	419
YML014W	TRM9	2136036	S-adenosyl-L-methionine-dependent methyltransferase superfamily	25	279
YML014W	TRM9	2155192	Methyltransferase type 11	51	141
YML014W	TRM9	2155193	S-adenosyl-L-methionine-dependent methyltransferase superfamily	5	171
YML014W	TRM9	2171010	AdoMet_MTases	50	142
YML014W	TRM9	2171011	UNCHARACTERIZED	7	278
YDR007W	TRP1	2133048	Aldolase-type TIM barrel	12	224
YDR007W	TRP1	2138441	N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain	12	224
YDR007W	TRP1	2138442	N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain	25	221
YDR007W	TRP1	2138443	Ribulose-phosphate binding barrel	13	222
YDR007W	TRP1	2164846	Phosphoribosylanthranilate isomerase	12	224
YDR007W	TRP1	2164847	N-(5'-phosphoribosyl)anthranilate isomerase family	10	224
YDR007W	TRP1	2164848	N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain	14	222
YER090W	TRP2	2133534	ADC synthase	2	503
YER090W	TRP2	2138433	Chorismate-utilising enzyme, C-terminal	230	485
YER090W	TRP2	2138434	Anthranilate synthase component I, N-terminal	39	173
YER090W	TRP2	2138435	Anthranilate synthase component I-like	332	345
YER090W	TRP2	2138436	Anthranilate synthase component I-like	346	359
YER090W	TRP2	2138437	Anthranilate synthase component I-like	426	440
YER090W	TRP2	2138438	Anthranilate synthase component I-like	442	456
YER090W	TRP2	2138439	ADC synthase	26	493
YER090W	TRP2	2138440	Anthranilate synthase component I, PabB-like	39	493
YER090W	TRP2	2175015	Anthranilate synthase component I-like	9	498
YER090W	TRP2	2175016	Anthranilate synthase component 1	4	501
YKL211C	TRP3	2130208	Aldolase-type TIM barrel	209	484
YKL211C	TRP3	2130209	Class I glutamine amidotransferase-like	12	202
YKL211C	TRP3	2138495	Glutamine amidotransferase	15	197
YKL211C	TRP3	2138496	Indole-3-glycerol phosphate synthase domain	217	482
YKL211C	TRP3	2138497	Glutamine amidotransferase superfamily signature	59	68
YKL211C	TRP3	2138498	Glutamine amidotransferase superfamily signature	87	98
YKL211C	TRP3	2138499	Glutamine amidotransferase superfamily signature	177	190
YKL211C	TRP3	2138500	Anthranilate synthase component II signature	14	28
YKL211C	TRP3	2138501	Anthranilate synthase component II signature	59	68
YKL211C	TRP3	2138502	Anthranilate synthase component II signature	87	98
YKL211C	TRP3	2138503	Anthranilate synthase component II signature	112	120
YKL211C	TRP3	2138504	Anthranilate synthase component II signature	132	144
YKL211C	TRP3	2138505	Anthranilate synthase component II signature	177	190
YKL211C	TRP3	2138506	Carbamoyl-phosphate synthase protein GATase domain signature	56	70
YKL211C	TRP3	2138507	Carbamoyl-phosphate synthase protein GATase domain signature	87	103
YKL211C	TRP3	2138508	Indole-3-glycerol phosphate synthase, conserved site	270	286
YKL211C	TRP3	2138509	Glutamine amidotransferase type 1 domain profile.	13	207
YKL211C	TRP3	2138510	Ribulose-phosphate binding barrel	250	483
YKL211C	TRP3	2138511	Class I glutamine amidotransferase-like	10	204
YKL211C	TRP3	2138512	Anthranilate synthase/para-aminobenzoate synthase like domain	13	199
YKL211C	TRP3	2168963	Indole-3-glycerol phosphate synthase domain	257	482
YKL211C	TRP3	2168964	Multifunctional tryptophan biosynthesis protein	209	484
YKL211C	TRP3	2168965	Anthranilate synthase/para-aminobenzoate synthase like domain	14	198
YKL211C	TRP3	2168966	Multifunctional tryptophan biosynthesis protein	12	202
YKL211C	TRP3	2168967	MULTIFUNCTIONAL TRYPTOPHAN BIOSYNTHESIS PROTEIN-RELATED	9	206
YDR354W	TRP4	2133272	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain superfamily	103	380
YDR354W	TRP4	2139953	Glycosyl transferase, family 3	103	367
YDR354W	TRP4	2139954	Glycosyl transferase family 3, N-terminal domain	8	83
YDR354W	TRP4	2139955	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain superfamily	102	376
YDR354W	TRP4	2139956	Anthranilate phosphoribosyl transferase	52	374
YDR354W	TRP4	2165387	Anthranilate phosphoribosyl transferase	6	376
YDR354W	TRP4	2165388	Anthranilate phosphoribosyltransferase	100	379
YGL026C	TRP5	2128973	Tryptophan synthase beta chain-like, PALP domain superfamily	350	681
YGL026C	TRP5	2134300	Aldolase-type TIM barrel	2	272
YGL026C	TRP5	2134301	Tryptophan synthase beta chain-like, PALP domain superfamily	306	502
YGL026C	TRP5	2138485	Tryptophan synthase, alpha chain	15	264
YGL026C	TRP5	2138486	Tryptophan synthase beta chain/beta chain-like	299	688
YGL026C	TRP5	2138487	Tryptophan synthase, alpha chain	9	259
YGL026C	TRP5	2138488	Tryptophan synthase beta chain-like, PALP domain	349	675
YGL026C	TRP5	2138489	Tryptophan synthase, alpha chain, active site	49	62
YGL026C	TRP5	2138490	Tryptophan synthase, beta chain, conserved site	377	391
YGL026C	TRP5	2138491	Ribulose-phosphate binding barrel	4	254
YGL026C	TRP5	2138492	Tryptophan synthase beta chain-like, PALP domain superfamily	302	687
YGL026C	TRP5	2138493	Tryptophan synthase, alpha chain	9	242
YGL026C	TRP5	2138494	Tryptophan synthase, beta chain	305	686
YGL026C	TRP5	2166710	Tryptophan synthase beta chain	353	500
YGL026C	TRP5	2166711	Tryptophan synthase, beta chain	321	684
YGL026C	TRP5	2166712	Tryptophan synthase beta chain/beta chain-like	280	689
YGL026C	TRP5	2166713	Tryptophan synthase	2	268
YGL026C	TRP5	2166714	Tryptophan synthase beta chain	501	681
YGL026C	TRP5	2166715	Tryptophan synthase, alpha chain	19	261
YDR353W	TRR1	2128309	FAD/NAD(P)-binding domain	5	300
YDR353W	TRR1	2133103	FAD/NAD(P)-binding domain superfamily	126	251
YDR353W	TRR1	2133104	FAD/NAD(P)-binding domain superfamily	6	310
YDR353W	TRR1	2145431	FAD-dependent pyridine nucleotide reductase signature	6	25
YDR353W	TRR1	2145432	FAD-dependent pyridine nucleotide reductase signature	112	130
YDR353W	TRR1	2145433	FAD-dependent pyridine nucleotide reductase signature	156	174
YDR353W	TRR1	2145434	FAD-dependent pyridine nucleotide reductase signature	241	257
YDR353W	TRR1	2145435	FAD-dependent pyridine nucleotide reductase signature	268	290
YDR353W	TRR1	2145436	Pyridine nucleotide disulphide reductase class-II signature	5	27
YDR353W	TRR1	2145437	Pyridine nucleotide disulphide reductase class-II signature	43	58
YDR353W	TRR1	2145438	Pyridine nucleotide disulphide reductase class-II signature	64	74
YDR353W	TRR1	2145439	Pyridine nucleotide disulphide reductase class-II signature	113	121
YDR353W	TRR1	2145440	Pyridine nucleotide disulphide reductase class-II signature	135	147
YDR353W	TRR1	2145441	Pyridine nucleotide disulphide reductase class-II signature	152	176
YDR353W	TRR1	2145442	Pyridine nucleotide disulphide reductase class-II signature	204	220
YDR353W	TRR1	2145443	Pyridine nucleotide disulphide reductase class-II signature	243	264
YDR353W	TRR1	2145444	Pyridine nucleotide disulphide reductase class-II signature	278	296
YDR353W	TRR1	2145445	Pyridine nucleotide-disulphide oxidoreductase, class-II, active site	142	164
YDR353W	TRR1	2145446	FAD/NAD(P)-binding domain superfamily	2	315
YDR353W	TRR1	2145447	Thioredoxin reductase	5	315
YDR353W	TRR1	2165315	Thioredoxin reductase	128	253
YDR353W	TRR1	2165316	THIOREDOXIN REDUCTASE 1-RELATED-RELATED	5	316
YHR106W	TRR2	2129353	FAD/NAD(P)-binding domain	28	325
YHR106W	TRR2	2134564	FAD/NAD(P)-binding domain superfamily	149	274
YHR106W	TRR2	2134565	FAD/NAD(P)-binding domain superfamily	29	333
YHR106W	TRR2	2150658	FAD-dependent pyridine nucleotide reductase signature	29	48
YHR106W	TRR2	2150659	FAD-dependent pyridine nucleotide reductase signature	135	153
YHR106W	TRR2	2150660	FAD-dependent pyridine nucleotide reductase signature	179	197
YHR106W	TRR2	2150661	FAD-dependent pyridine nucleotide reductase signature	264	280
YHR106W	TRR2	2150662	FAD-dependent pyridine nucleotide reductase signature	291	313
